time,node,url,network_id,messages_per_second,is_healthy
1648660800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.9,TRUE
1648661400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.7,TRUE
1648662000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648662600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.1,TRUE
1648663200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.3,TRUE
1648663800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.8,TRUE
1648664400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.4,TRUE
1648665000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648665600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648666200,HORNET,http://54.177.214.21,chrysalis-mainnet,10.3,TRUE
1648666800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.4,TRUE
1648667400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.4,TRUE
1648668000,HORNET,http://54.177.214.21,chrysalis-mainnet,5,TRUE
1648668600,HORNET,http://54.177.214.21,chrysalis-mainnet,11.8,TRUE
1648669200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.6,TRUE
1648669800,HORNET,http://54.177.214.21,chrysalis-mainnet,11.6,TRUE
1648670400,HORNET,http://54.177.214.21,chrysalis-mainnet,17.2,TRUE
1648671000,HORNET,http://54.177.214.21,chrysalis-mainnet,10.3,TRUE
1648671600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.1,TRUE
1648672200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648672800,HORNET,http://54.177.214.21,chrysalis-mainnet,15.6,TRUE
1648673400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.4,TRUE
1648674000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.5,TRUE
1648674600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.6,TRUE
1648675200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.6,TRUE
1648675800,HORNET,http://54.177.214.21,chrysalis-mainnet,8.7,TRUE
1648676400,HORNET,http://54.177.214.21,chrysalis-mainnet,18.4,TRUE
1648677000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648677600,HORNET,http://54.177.214.21,chrysalis-mainnet,16.4,TRUE
1648678200,HORNET,http://54.177.214.21,chrysalis-mainnet,9.6,TRUE
1648678800,HORNET,http://54.177.214.21,chrysalis-mainnet,12,TRUE
1648679400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.4,TRUE
1648680000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.7,TRUE
1648680600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.9,TRUE
1648681200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648681800,HORNET,http://54.177.214.21,chrysalis-mainnet,11.2,TRUE
1648682400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.2,TRUE
1648683000,HORNET,http://54.177.214.21,chrysalis-mainnet,17.3,TRUE
1648683600,HORNET,http://54.177.214.21,chrysalis-mainnet,11.4,TRUE
1648684200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648684800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648685400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.1,TRUE
1648686000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.4,TRUE
1648686600,HORNET,http://54.177.214.21,chrysalis-mainnet,14,TRUE
1648687200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.6,TRUE
1648687800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.6,TRUE
1648688400,HORNET,http://54.177.214.21,chrysalis-mainnet,19,TRUE
1648689000,HORNET,http://54.177.214.21,chrysalis-mainnet,3.1,TRUE
1648689600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648690200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648690800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648691400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.4,TRUE
1648692000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.5,TRUE
1648692600,HORNET,http://54.177.214.21,chrysalis-mainnet,11.5,TRUE
1648693200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.7,TRUE
1648693800,HORNET,http://54.177.214.21,chrysalis-mainnet,21,TRUE
1648694400,HORNET,http://54.177.214.21,chrysalis-mainnet,7.5,TRUE
1648695000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648695600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.5,TRUE
1648696200,HORNET,http://54.177.214.21,chrysalis-mainnet,17.7,TRUE
1648696800,HORNET,http://54.177.214.21,chrysalis-mainnet,16.8,TRUE
1648697400,HORNET,http://54.177.214.21,chrysalis-mainnet,15.3,TRUE
1648698000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.9,TRUE
1648698600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.9,TRUE
1648699200,HORNET,http://54.177.214.21,chrysalis-mainnet,21.4,TRUE
1648699800,HORNET,http://54.177.214.21,chrysalis-mainnet,9.8,TRUE
1648700400,HORNET,http://54.177.214.21,chrysalis-mainnet,15.1,TRUE
1648701000,HORNET,http://54.177.214.21,chrysalis-mainnet,16.8,TRUE
1648701600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.1,TRUE
1648702200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.8,TRUE
1648702800,HORNET,http://54.177.214.21,chrysalis-mainnet,15.8,TRUE
1648703400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648704000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648704600,HORNET,http://54.177.214.21,chrysalis-mainnet,7,TRUE
1648705200,HORNET,http://54.177.214.21,chrysalis-mainnet,17.7,TRUE
1648705800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.7,TRUE
1648706400,HORNET,http://54.177.214.21,chrysalis-mainnet,17.3,TRUE
1648707000,HORNET,http://54.177.214.21,chrysalis-mainnet,11,TRUE
1648707600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.1,TRUE
1648708200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.4,TRUE
1648708800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.3,TRUE
1648709400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.9,TRUE
1648710000,HORNET,http://54.177.214.21,chrysalis-mainnet,16.3,TRUE
1648710600,HORNET,http://54.177.214.21,chrysalis-mainnet,15,TRUE
1648711200,HORNET,http://54.177.214.21,chrysalis-mainnet,17.1,TRUE
1648711800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.4,TRUE
1648712400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648713000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648713600,HORNET,http://54.177.214.21,chrysalis-mainnet,15.4,TRUE
1648714200,HORNET,http://54.177.214.21,chrysalis-mainnet,11.6,TRUE
1648714800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.7,TRUE
1648715400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.3,TRUE
1648716000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648716600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.5,TRUE
1648717200,HORNET,http://54.177.214.21,chrysalis-mainnet,18.6,TRUE
1648717800,HORNET,http://54.177.214.21,chrysalis-mainnet,9,TRUE
1648718400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648719000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.3,TRUE
1648719600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.7,TRUE
1648720200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.1,TRUE
1648720800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.5,TRUE
1648721400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.2,TRUE
1648722000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.9,TRUE
1648722600,HORNET,http://54.177.214.21,chrysalis-mainnet,19.3,TRUE
1648723200,HORNET,http://54.177.214.21,chrysalis-mainnet,7.7,TRUE
1648723800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.2,TRUE
1648724400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.4,TRUE
1648725000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.9,TRUE
1648725600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.6,TRUE
1648726200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648726800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648727400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.4,TRUE
1648728000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.8,TRUE
1648728600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648729200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648729800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.4,TRUE
1648730400,HORNET,http://54.177.214.21,chrysalis-mainnet,14,TRUE
1648731000,HORNET,http://54.177.214.21,chrysalis-mainnet,0,FALSE
1648731600,HORNET,http://54.177.214.21,chrysalis-mainnet,11.5,TRUE
1648732200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648732800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648733400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.5,TRUE
1648734000,HORNET,http://54.177.214.21,chrysalis-mainnet,12,TRUE
1648734600,HORNET,http://54.177.214.21,chrysalis-mainnet,15.1,TRUE
1648735200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.1,TRUE
1648735800,HORNET,http://54.177.214.21,chrysalis-mainnet,17.2,TRUE
1648736400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.4,TRUE
1648737000,HORNET,http://54.177.214.21,chrysalis-mainnet,16.3,TRUE
1648737600,HORNET,http://54.177.214.21,chrysalis-mainnet,9.7,TRUE
1648738200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.4,TRUE
1648738800,HORNET,http://54.177.214.21,chrysalis-mainnet,15.4,TRUE
1648739400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.4,TRUE
1648740000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.9,TRUE
1648740600,HORNET,http://54.177.214.21,chrysalis-mainnet,17.9,TRUE
1648741200,HORNET,http://54.177.214.21,chrysalis-mainnet,11.1,TRUE
1648741800,HORNET,http://54.177.214.21,chrysalis-mainnet,11.1,TRUE
1648742400,HORNET,http://54.177.214.21,chrysalis-mainnet,16.4,TRUE
1648743000,HORNET,http://54.177.214.21,chrysalis-mainnet,9.7,TRUE
1648743600,HORNET,http://54.177.214.21,chrysalis-mainnet,11.4,TRUE
1648744200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648744800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.7,TRUE
1648745400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.7,TRUE
1648746000,HORNET,http://54.177.214.21,chrysalis-mainnet,17,TRUE
1648746600,HORNET,http://54.177.214.21,chrysalis-mainnet,9,TRUE
1648747200,HORNET,http://54.177.214.21,chrysalis-mainnet,9,TRUE
1648747800,HORNET,http://54.177.214.21,chrysalis-mainnet,6.5,TRUE
1648748400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648749000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648749600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648750200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.7,TRUE
1648750800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.1,TRUE
1648751400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.1,TRUE
1648752000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.8,TRUE
1648752600,HORNET,http://54.177.214.21,chrysalis-mainnet,11.3,TRUE
1648753200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648753800,HORNET,http://54.177.214.21,chrysalis-mainnet,14,TRUE
1648754400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.6,TRUE
1648755000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.1,TRUE
1648755600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648756200,HORNET,http://54.177.214.21,chrysalis-mainnet,11.1,TRUE
1648756800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.7,TRUE
1648757400,HORNET,http://54.177.214.21,chrysalis-mainnet,15.6,TRUE
1648758000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.9,TRUE
1648758600,HORNET,http://54.177.214.21,chrysalis-mainnet,12,TRUE
1648759200,HORNET,http://54.177.214.21,chrysalis-mainnet,16.1,TRUE
1648759800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648760400,HORNET,http://54.177.214.21,chrysalis-mainnet,15.8,TRUE
1648761000,HORNET,http://54.177.214.21,chrysalis-mainnet,13,TRUE
1648761600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.4,TRUE
1648762200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.1,TRUE
1648762800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.5,TRUE
1648763400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648764000,HORNET,http://54.177.214.21,chrysalis-mainnet,19.2,TRUE
1648764600,HORNET,http://54.177.214.21,chrysalis-mainnet,15.2,TRUE
1648765200,HORNET,http://54.177.214.21,chrysalis-mainnet,10.2,TRUE
1648765800,HORNET,http://54.177.214.21,chrysalis-mainnet,15,TRUE
1648766400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.3,TRUE
1648767000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.5,TRUE
1648767600,HORNET,http://54.177.214.21,chrysalis-mainnet,12,TRUE
1648768200,HORNET,http://54.177.214.21,chrysalis-mainnet,13,TRUE
1648768800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648769400,HORNET,http://54.177.214.21,chrysalis-mainnet,20.4,TRUE
1648770000,HORNET,http://54.177.214.21,chrysalis-mainnet,10,TRUE
1648770600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.8,TRUE
1648771200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648771800,HORNET,http://54.177.214.21,chrysalis-mainnet,14,TRUE
1648772400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.3,TRUE
1648773000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.7,TRUE
1648773600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.6,TRUE
1648774200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.6,TRUE
1648774800,HORNET,http://54.177.214.21,chrysalis-mainnet,20,TRUE
1648775400,HORNET,http://54.177.214.21,chrysalis-mainnet,7.3,TRUE
1648776000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648776600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.6,TRUE
1648777200,HORNET,http://54.177.214.21,chrysalis-mainnet,13,TRUE
1648777800,HORNET,http://54.177.214.21,chrysalis-mainnet,11.4,TRUE
1648778400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.9,TRUE
1648779000,HORNET,http://54.177.214.21,chrysalis-mainnet,16.9,TRUE
1648779600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.6,TRUE
1648780200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.8,TRUE
1648780800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.2,TRUE
1648781400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648782000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.1,TRUE
1648782600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648783200,HORNET,http://54.177.214.21,chrysalis-mainnet,11,TRUE
1648783800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648784400,HORNET,http://54.177.214.21,chrysalis-mainnet,15.7,TRUE
1648785000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.2,TRUE
1648785600,HORNET,http://54.177.214.21,chrysalis-mainnet,16.4,TRUE
1648786200,HORNET,http://54.177.214.21,chrysalis-mainnet,18.1,TRUE
1648786800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.5,TRUE
1648787400,HORNET,http://54.177.214.21,chrysalis-mainnet,8.6,TRUE
1648788000,HORNET,http://54.177.214.21,chrysalis-mainnet,18,TRUE
1648788600,HORNET,http://54.177.214.21,chrysalis-mainnet,10.2,TRUE
1648789200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.6,TRUE
1648789800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.7,TRUE
1648790400,HORNET,http://54.177.214.21,chrysalis-mainnet,15.7,TRUE
1648791000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.1,TRUE
1648791600,HORNET,http://54.177.214.21,chrysalis-mainnet,17.7,TRUE
1648792200,HORNET,http://54.177.214.21,chrysalis-mainnet,9.8,TRUE
1648792800,HORNET,http://54.177.214.21,chrysalis-mainnet,18.3,TRUE
1648793400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.2,TRUE
1648794000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.1,TRUE
1648794600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648795200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648795800,HORNET,http://54.177.214.21,chrysalis-mainnet,17.4,TRUE
1648796400,HORNET,http://54.177.214.21,chrysalis-mainnet,18.5,TRUE
1648797000,HORNET,http://54.177.214.21,chrysalis-mainnet,9.5,TRUE
1648797600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.5,TRUE
1648798200,HORNET,http://54.177.214.21,chrysalis-mainnet,21.1,TRUE
1648798800,HORNET,http://54.177.214.21,chrysalis-mainnet,8.6,TRUE
1648799400,HORNET,http://54.177.214.21,chrysalis-mainnet,16.7,TRUE
1648800000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.4,TRUE
1648800600,HORNET,http://54.177.214.21,chrysalis-mainnet,15.2,TRUE
1648801200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.5,TRUE
1648801800,HORNET,http://54.177.214.21,chrysalis-mainnet,19,TRUE
1648802400,HORNET,http://54.177.214.21,chrysalis-mainnet,8.4,TRUE
1648803000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.6,TRUE
1648803600,HORNET,http://54.177.214.21,chrysalis-mainnet,8.9,TRUE
1648804200,HORNET,http://54.177.214.21,chrysalis-mainnet,8.5,TRUE
1648804800,HORNET,http://54.177.214.21,chrysalis-mainnet,15.2,TRUE
1648805400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.6,TRUE
1648806000,HORNET,http://54.177.214.21,chrysalis-mainnet,16.3,TRUE
1648806600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.2,TRUE
1648807200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.4,TRUE
1648807800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648808400,HORNET,http://54.177.214.21,chrysalis-mainnet,21.7,TRUE
1648809000,HORNET,http://54.177.214.21,chrysalis-mainnet,8.3,TRUE
1648809600,HORNET,http://54.177.214.21,chrysalis-mainnet,15.3,TRUE
1648810200,HORNET,http://54.177.214.21,chrysalis-mainnet,12,TRUE
1648810800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.2,TRUE
1648811400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.8,TRUE
1648812000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.7,TRUE
1648812600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648813200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.6,TRUE
1648813800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.2,TRUE
1648814400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.1,TRUE
1648815000,HORNET,http://54.177.214.21,chrysalis-mainnet,17.1,TRUE
1648815600,HORNET,http://54.177.214.21,chrysalis-mainnet,12.7,TRUE
1648816200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.4,TRUE
1648816800,HORNET,http://54.177.214.21,chrysalis-mainnet,11.8,TRUE
1648817400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.6,TRUE
1648818000,HORNET,http://54.177.214.21,chrysalis-mainnet,15,TRUE
1648818600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.4,TRUE
1648819200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.6,TRUE
1648819800,HORNET,http://54.177.214.21,chrysalis-mainnet,15.6,TRUE
1648820400,HORNET,http://54.177.214.21,chrysalis-mainnet,10.4,TRUE
1648821000,HORNET,http://54.177.214.21,chrysalis-mainnet,11.1,TRUE
1648821600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648822200,HORNET,http://54.177.214.21,chrysalis-mainnet,11.1,TRUE
1648822800,HORNET,http://54.177.214.21,chrysalis-mainnet,17,TRUE
1648823400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.3,TRUE
1648824000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.2,TRUE
1648824600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.8,TRUE
1648825200,HORNET,http://54.177.214.21,chrysalis-mainnet,19.1,TRUE
1648825800,HORNET,http://54.177.214.21,chrysalis-mainnet,12.9,TRUE
1648826400,HORNET,http://54.177.214.21,chrysalis-mainnet,7.1,TRUE
1648827000,HORNET,http://54.177.214.21,chrysalis-mainnet,12.6,TRUE
1648827600,HORNET,http://54.177.214.21,chrysalis-mainnet,9.9,TRUE
1648828200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.2,TRUE
1648828800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648829400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.5,TRUE
1648830000,HORNET,http://54.177.214.21,chrysalis-mainnet,16,TRUE
1648830600,HORNET,http://54.177.214.21,chrysalis-mainnet,16.9,TRUE
1648831200,HORNET,http://54.177.214.21,chrysalis-mainnet,11.9,TRUE
1648831800,HORNET,http://54.177.214.21,chrysalis-mainnet,19,TRUE
1648832400,HORNET,http://54.177.214.21,chrysalis-mainnet,8.6,TRUE
1648833000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.5,TRUE
1648833600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.7,TRUE
1648834200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.2,TRUE
1648834800,HORNET,http://54.177.214.21,chrysalis-mainnet,15,TRUE
1648835400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.6,TRUE
1648836000,HORNET,http://54.177.214.21,chrysalis-mainnet,13.8,TRUE
1648836600,HORNET,http://54.177.214.21,chrysalis-mainnet,14,TRUE
1648837200,HORNET,http://54.177.214.21,chrysalis-mainnet,11.8,TRUE
1648837800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.9,TRUE
1648838400,HORNET,http://54.177.214.21,chrysalis-mainnet,12.8,TRUE
1648839000,HORNET,http://54.177.214.21,chrysalis-mainnet,16.1,TRUE
1648839600,HORNET,http://54.177.214.21,chrysalis-mainnet,15,TRUE
1648840200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648840800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648841400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.4,TRUE
1648842000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.3,TRUE
1648842600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.6,TRUE
1648843200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.8,TRUE
1648843800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.5,TRUE
1648844400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.1,TRUE
1648845000,HORNET,http://54.177.214.21,chrysalis-mainnet,17,TRUE
1648845600,HORNET,http://54.177.214.21,chrysalis-mainnet,11.8,TRUE
1648846200,HORNET,http://54.177.214.21,chrysalis-mainnet,13.4,TRUE
1648846800,HORNET,http://54.177.214.21,chrysalis-mainnet,14,TRUE
1648847400,HORNET,http://54.177.214.21,chrysalis-mainnet,16.1,TRUE
1648848000,HORNET,http://54.177.214.21,chrysalis-mainnet,14,TRUE
1648848600,HORNET,http://54.177.214.21,chrysalis-mainnet,15,TRUE
1648849200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.7,TRUE
1648849800,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648850400,HORNET,http://54.177.214.21,chrysalis-mainnet,8.8,TRUE
1648851000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.1,TRUE
1648851600,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
1648852200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.3,TRUE
1648852800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.8,TRUE
1648853400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.1,TRUE
1648854000,HORNET,http://54.177.214.21,chrysalis-mainnet,19.1,TRUE
1648854600,HORNET,http://54.177.214.21,chrysalis-mainnet,9.2,TRUE
1648855200,HORNET,http://54.177.214.21,chrysalis-mainnet,17.9,TRUE
1648855800,HORNET,http://54.177.214.21,chrysalis-mainnet,8.1,TRUE
1648856400,HORNET,http://54.177.214.21,chrysalis-mainnet,14.3,TRUE
1648857000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.2,TRUE
1648857600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648858200,HORNET,http://54.177.214.21,chrysalis-mainnet,12.6,TRUE
1648858800,HORNET,http://54.177.214.21,chrysalis-mainnet,20.3,TRUE
1648859400,HORNET,http://54.177.214.21,chrysalis-mainnet,10.7,TRUE
1648860000,HORNET,http://54.177.214.21,chrysalis-mainnet,15.7,TRUE
1648860600,HORNET,http://54.177.214.21,chrysalis-mainnet,20.1,TRUE
1648861200,HORNET,http://54.177.214.21,chrysalis-mainnet,6.7,TRUE
1648861800,HORNET,http://54.177.214.21,chrysalis-mainnet,15.6,TRUE
1648862400,HORNET,http://54.177.214.21,chrysalis-mainnet,11.6,TRUE
1648863000,HORNET,http://54.177.214.21,chrysalis-mainnet,16.4,TRUE
1648863600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.3,TRUE
1648864200,HORNET,http://54.177.214.21,chrysalis-mainnet,11.7,TRUE
1648864800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.3,TRUE
1648865400,HORNET,http://54.177.214.21,chrysalis-mainnet,13.2,TRUE
1648866000,HORNET,http://54.177.214.21,chrysalis-mainnet,14.2,TRUE
1648866600,HORNET,http://54.177.214.21,chrysalis-mainnet,14.1,TRUE
1648867200,HORNET,http://54.177.214.21,chrysalis-mainnet,14.6,TRUE
1648867800,HORNET,http://54.177.214.21,chrysalis-mainnet,15.3,TRUE
1648868400,HORNET,http://54.177.214.21,chrysalis-mainnet,17.4,TRUE
1648869000,HORNET,http://54.177.214.21,chrysalis-mainnet,11.6,TRUE
1648869600,HORNET,http://54.177.214.21,chrysalis-mainnet,15,TRUE
1648870200,HORNET,http://54.177.214.21,chrysalis-mainnet,15.1,TRUE
1648870800,HORNET,http://54.177.214.21,chrysalis-mainnet,13.9,TRUE
